,Protein_key,Sequence_Length,Aromaticity,Sec_Struct_Helix,Sec_Struct_Turn,Sec_Struct_Sheet,Percent_A,Percent_C,Percent_D,Percent_E,Percent_F,Percent_G,Percent_H,Percent_I,Percent_K,Percent_L,Percent_M,Percent_N,Percent_P,Percent_Q,Percent_R,Percent_S,Percent_T,Percent_V,Percent_W,Percent_Y,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClosenessCentrality,Clustering,predict_xgboost,predict_rfc,string_protein_id,preferred_name,protein_size,annotation
19,6183.Smp_000340.1,1087,0.0653173873045078,0.2557497700091996,0.4351425942962281,0.3091076356945722,0.0404783808647654,0.0294388224471021,0.0450781968721251,0.0294388224471021,0.0275988960441582,0.0551977920883164,0.0395584176632934,0.0597976080956761,0.0239190432382704,0.0579576816927322,0.0193192272309107,0.0873965041398344,0.0754369825206991,0.06163753449862,0.0469181232750689,0.1481140754369825,0.0662373505059797,0.0487580496780128,0.0045998160073597,0.0331186752529898,0.0143397415694925,0.002318149889359,5.848828042331721e-06,0.4258376841682878,0.5697191697191697,1,0,6183.Smp_000340.1,Smp_191420,1087,Ecdysone-induced protein E78; Nuclear hormone receptor superfamily protein-related 
20,6183.Smp_000440.1,421,0.0997624703087886,0.2779097387173396,0.4204275534441805,0.3016627078384798,0.0736342042755344,0.0237529691211401,0.0427553444180522,0.0237529691211401,0.0427553444180522,0.0878859857482185,0.0498812351543943,0.0332541567695962,0.0593824228028503,0.0665083135391924,0.009501187648456,0.0807600950118764,0.0617577197149643,0.0546318289786223,0.0498812351543943,0.0878859857482185,0.0475059382422802,0.0475059382422802,0.01187648456057,0.0451306413301662,0.1225969114402773,0.0136323182189643,0.0004141065585042,0.5114516637353476,0.335096756690587,1,1,6183.Smp_000440.1,Smp_000440,421,Uncharacterized protein
21,6183.Smp_000470.1,294,0.0748299319727891,0.2857142857142857,0.3435374149659864,0.3707482993197279,0.0714285714285714,0.0272108843537414,0.0510204081632653,0.0340136054421768,0.0340136054421768,0.0748299319727891,0.0374149659863945,0.0748299319727891,0.0510204081632653,0.0850340136054421,0.0204081632653061,0.0374149659863945,0.0442176870748299,0.0442176870748299,0.0306122448979591,0.0850340136054421,0.0884353741496598,0.0680272108843537,0.0034013605442176,0.0374149659863945,0.0039394894421682,0.0003098041330264,3.8427937312171455e-06,0.3942804246389997,0.17,0,0,6183.Smp_000470.1,Smp_000470,294,"ATP-dependent (S)-NAD(P)H-hydrate dehydratase; Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration"
22,6183.Smp_000480.1,869,0.0759493670886076,0.3613348676639816,0.3555811277330264,0.283084004602992,0.0598388952819332,0.0184119677790563,0.0874568469505178,0.0771001150747986,0.0356731875719217,0.0299194476409666,0.0253164556962025,0.0701956271576524,0.0782508630609896,0.096662830840046,0.0310701956271576,0.0471806674338319,0.0276179516685845,0.0333716915995397,0.0632911392405063,0.0851553509781357,0.0391254315304948,0.0540851553509781,0.0080552359033371,0.0322209436133486,0.0458556571068389,0.0059673075008809,5.588648650720184e-05,0.4725782883992779,0.5534305012442232,1,1,6183.Smp_000480.1,eif3s8,869,"Eukaryotic translation initiation factor 3 subunit C; Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation"
23,6183.Smp_000510.1,413,0.0847457627118644,0.3220338983050848,0.3365617433414044,0.3414043583535108,0.0556900726392251,0.0169491525423728,0.036319612590799,0.072639225181598,0.0435835351089588,0.0702179176755447,0.0266343825665859,0.0847457627118644,0.0508474576271186,0.1065375302663438,0.0266343825665859,0.0532687651331719,0.0556900726392251,0.0169491525423728,0.0435835351089588,0.0702179176755447,0.0387409200968523,0.0895883777239709,0.009685230024213,0.0314769975786924,0.0430192247084777,0.0078017716014312,9.135896610279236e-05,0.487696141980799,0.3719295410471881,1,1,6183.Smp_000510.1,GMPPB,413,"Gdp-mannose pyrophosphorylase b, isoform 2 "
24,6183.Smp_000530.1,2492,0.0630016051364366,0.2628410914927768,0.449438202247191,0.2877207062600321,0.0377207062600321,0.0248796147672552,0.0497592295345104,0.0457463884430176,0.0321027287319422,0.0445425361155698,0.0329052969502407,0.0449438202247191,0.0441412520064205,0.0690208667736757,0.0212680577849117,0.1304173354735152,0.0497592295345104,0.0461476725521669,0.0429373996789727,0.1308186195826645,0.0814606741573033,0.040529695024077,0.0084269662921348,0.0224719101123595,0.2500787897888433,0.0371250678095965,0.0037354211735381,0.5621842594023855,0.2340366359393909,0,1,6183.Smp_000530.1,gli2a,2492,Zinc finger transcription factor gli2 
25,6183.Smp_000580.1,437,0.05720823798627,0.4370709382151029,0.2929061784897024,0.2700228832951945,0.0366132723112128,0.0137299771167048,0.05720823798627,0.125858123569794,0.0274599542334096,0.0251716247139588,0.0160183066361556,0.091533180778032,0.1098398169336384,0.1052631578947368,0.022883295194508,0.0709382151029748,0.0045766590389016,0.0892448512585812,0.05720823798627,0.0251716247139588,0.0617848970251716,0.0297482837528604,0.0022883295194508,0.0274599542334096,0.0291522218720453,0.0049406585494445,1.5434278406846583e-05,0.4542329630653424,0.5702702702702702,1,1,6183.Smp_000580.1,Smp_000580,437,Uncharacterized protein
26,6183.Smp_000600.1,564,0.0726950354609929,0.3049645390070922,0.3882978723404255,0.3067375886524823,0.0656028368794326,0.0195035460992907,0.0780141843971631,0.0301418439716312,0.0248226950354609,0.0709219858156028,0.026595744680851,0.0372340425531914,0.0602836879432624,0.1028368794326241,0.0070921985815602,0.0230496453900709,0.0478723404255319,0.0460992907801418,0.0531914893617021,0.1081560283687943,0.0620567375886524,0.0886524822695035,0.0301418439716312,0.0177304964539007,0.0501103057043807,0.0072292552007314,9.911906985143548e-05,0.4803090450104749,0.4948713370235899,1,1,6183.Smp_000600.1,Nle1,564,Notchless homolog 1 
27,6183.Smp_000620.1,243,0.0576131687242798,0.2962962962962963,0.3868312757201646,0.316872427983539,0.0452674897119341,0.0205761316872428,0.0699588477366255,0.0329218106995884,0.0246913580246913,0.0041152263374485,0.0493827160493827,0.0823045267489712,0.0534979423868312,0.1069958847736625,0.0164609053497942,0.074074074074074,0.0452674897119341,0.0411522633744856,0.0534979423868312,0.139917695473251,0.0781893004115226,0.0288065843621399,0.0041152263374485,0.0288065843621399,0.0113457295934446,0.0009440871963513,4.680803870871356e-06,0.4132942737255334,0.4268388106416275,1,0,6183.Smp_000620.1,Smp_000620,243,Uncharacterized protein
28,6183.Smp_000630.1,204,0.0441176470588235,0.3627450980392157,0.3137254901960784,0.3235294117647059,0.0392156862745098,0.0294117647058823,0.0539215686274509,0.0441176470588235,0.034313725490196,0.0686274509803921,0.0196078431372549,0.0931372549019607,0.0441176470588235,0.1323529411764706,0.0441176470588235,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0637254901960784,0.088235294117647,0.0735294117647058,0.0637254901960784,0.0,0.0098039215686274,0.0198550267885282,0.0014274658191335,3.69946111274912e-05,0.4554071973515949,0.2412698412698412,1,1,6183.Smp_000630.1,Smp_000630,204,"Isochorismatase family protein, putative "
29,6183.Smp_000640.1,245,0.0979591836734693,0.3673469387755101,0.3224489795918367,0.310204081632653,0.0612244897959183,0.0204081632653061,0.0530612244897959,0.0653061224489796,0.0448979591836734,0.0612244897959183,0.0163265306122449,0.0530612244897959,0.0653061224489796,0.1142857142857142,0.0122448979591836,0.0326530612244898,0.0489795918367346,0.0489795918367346,0.0653061224489796,0.0612244897959183,0.0571428571428571,0.0653061224489796,0.0204081632653061,0.0326530612244898,0.0603529782540182,0.0128216100315634,3.466773636033105e-05,0.4853448098506398,0.6429948190778232,1,1,6183.Smp_000640.1,Smp_000640,245,"Adapter molecule crk, putative "
30,6183.Smp_000650.1,371,0.0539083557951482,0.3180592991913746,0.3477088948787062,0.3342318059299191,0.0673854447439353,0.0512129380053908,0.0404312668463611,0.0485175202156334,0.0296495956873315,0.0485175202156334,0.0512129380053908,0.0539083557951482,0.0242587601078167,0.0835579514824797,0.0404312668463611,0.0539083557951482,0.0566037735849056,0.0350404312668463,0.0431266846361186,0.1239892183288409,0.0619946091644204,0.0619946091644204,0.0080862533692722,0.0161725067385444,0.0356129845572013,0.0068764499985628,4.179989887968255e-05,0.4766629560554912,0.4468829891838741,1,1,6183.Smp_000650.1,Smp_000650,371,E3 ubiquitin-protein ligase sina; E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Mediates the ubiquitin-mediated degradation of nuclear receptors for retinoids SmRXR1 and SmRXR2
31,6183.Smp_000660.1,430,0.0813953488372093,0.3441860465116279,0.3488372093023256,0.3069767441860465,0.0790697674418604,0.0232558139534883,0.0465116279069767,0.0604651162790697,0.0325581395348837,0.0837209302325581,0.0302325581395348,0.0511627906976744,0.0720930232558139,0.1093023255813953,0.0209302325581395,0.0348837209302325,0.0441860465116279,0.0232558139534883,0.0511627906976744,0.0674418604651162,0.0511627906976744,0.0697674418604651,0.0116279069767441,0.0372093023255813,0.0351402458241411,0.0048608368540297,0.0001515100952422,0.4792564520757432,0.2493839130610431,1,1,6183.Smp_000660.1,Smp_000660,430,Ornithine--oxo-acid transaminase ; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
32,6183.Smp_000670.1,1096,0.0720802919708029,0.3211678832116789,0.3713503649635037,0.3074817518248175,0.052919708029197,0.0218978102189781,0.0547445255474452,0.0456204379562043,0.031934306569343,0.0428832116788321,0.0218978102189781,0.0684306569343065,0.0492700729927007,0.1104014598540146,0.0082116788321167,0.0739051094890511,0.0374087591240875,0.0410583941605839,0.062956204379562,0.1131386861313868,0.072992700729927,0.0501824817518248,0.0136861313868613,0.0264598540145985,0.0833595965962811,0.0148085515025581,0.0001039152564254,0.5003156066833632,0.4655152660823738,1,1,6183.Smp_000670.1,Smp_000670,1096,CENTB5 protein 
33,6183.Smp_000680.1,312,0.0865384615384615,0.3141025641025641,0.3365384615384615,0.3493589743589744,0.0769230769230769,0.0256410256410256,0.0256410256410256,0.0416666666666666,0.0512820512820512,0.1057692307692307,0.0288461538461538,0.0544871794871794,0.0673076923076923,0.1057692307692307,0.0256410256410256,0.0256410256410256,0.0448717948717948,0.0224358974358974,0.0416666666666666,0.0673076923076923,0.0673076923076923,0.0865384615384615,0.016025641025641,0.0192307692307692,0.0025212732429877,0.0001150147585596,3.413223478992778e-07,0.3776124221684019,0.4333333333333333,0,0,6183.Smp_000680.1,ORNT2,312,Ornithine transporter 2 (Solute carrier family 25 member 2) ; Belongs to the mitochondrial carrier (TC 2.A.29) family
34,6183.Smp_000690.1,380,0.0842105263157894,0.2973684210526315,0.4210526315789473,0.2815789473684211,0.0289473684210526,0.0289473684210526,0.0447368421052631,0.05,0.0447368421052631,0.0394736842105263,0.0289473684210526,0.0473684210526315,0.0684210526315789,0.1,0.0263157894736842,0.0947368421052631,0.0368421052631578,0.0447368421052631,0.0473684210526315,0.1368421052631579,0.0526315789473684,0.0394736842105263,0.0157894736842105,0.0236842105263157,0.0439647021745981,0.0078172035432248,3.254642748353312e-05,0.4705097284901187,0.502436760269204,1,1,6183.Smp_000690.1,Smp_000690,380,"POU domain protein; Pou4/brn-3, putative "
35,6183.Smp_000700.1,782,0.0869565217391304,0.2979539641943733,0.3721227621483375,0.329923273657289,0.0358056265984654,0.0409207161125319,0.0537084398976982,0.0498721227621483,0.0332480818414322,0.0345268542199488,0.0255754475703324,0.0818414322250639,0.0626598465473145,0.1112531969309462,0.0153452685421994,0.0805626598465473,0.047314578005115,0.0409207161125319,0.0447570332480818,0.0933503836317135,0.0601023017902813,0.0345268542199488,0.0179028132992327,0.0358056265984654,0.088086983926883,0.0160351204388374,7.390987911878748e-05,0.5001577784162705,0.5120318541173755,1,1,6183.Smp_000700.1,Smp_000700,782,Uncharacterized protein
36,6183.Smp_000710.1,414,0.1014492753623188,0.321256038647343,0.3695652173913044,0.3091787439613526,0.036231884057971,0.0338164251207729,0.0628019323671497,0.0603864734299516,0.0579710144927536,0.0458937198067632,0.0193236714975845,0.0483091787439613,0.0603864734299516,0.1014492753623188,0.0217391304347826,0.072463768115942,0.0241545893719806,0.036231884057971,0.0652173913043478,0.1038647342995169,0.0531400966183574,0.0531400966183574,0.0048309178743961,0.038647342995169,0.0330917113142136,0.0066807211518105,1.1994472267539046e-05,0.4686669103102505,0.5093187514240146,1,1,6183.Smp_000710.1,Smp_000710,414,Ubiquitin-specific peptidase 46 (C19 family); Ubiquitin carboxyl-terminal hydrolase ; Belongs to the peptidase C19 family
37,6183.Smp_000720.1,1259,0.0714853057982525,0.3232724384432088,0.3606036536934074,0.3161239078633836,0.068308181096108,0.0277998411437648,0.0405083399523431,0.0389197776012708,0.034154090548054,0.0397140587768069,0.0468625893566322,0.0500397140587768,0.0381254964257347,0.0794281175536139,0.0214455917394757,0.0651310563939634,0.0603653693407466,0.068308181096108,0.0468625893566322,0.1167593328038125,0.0579825258141382,0.0619539316918189,0.0039714058776806,0.0333598093725178,0.0888748818153167,0.0149943760839964,0.000198265708226,0.505378964883123,0.332401143821725,1,1,6183.Smp_000720.1,HIPK2,1259,Serine/threonine kinase 
38,6183.Smp_000730.1,176,0.096590909090909,0.3693181818181819,0.3181818181818182,0.3125,0.0511363636363636,0.0,0.0397727272727272,0.0625,0.0397727272727272,0.0852272727272727,0.0227272727272727,0.0625,0.0568181818181818,0.1079545454545454,0.034090909090909,0.0511363636363636,0.0284090909090909,0.0397727272727272,0.0738636363636363,0.0568181818181818,0.0511363636363636,0.0795454545454545,0.0227272727272727,0.034090909090909,0.2543334383863851,0.0343249995874251,0.0019998542510831,0.5634829524938525,0.2292855985022559,1,1,6183.Smp_000730.1,Smp_000730,176,ADP-ribosylation factor family ; Belongs to the small GTPase superfamily. Arf family
39,6183.Smp_000740.2,420,0.0309523809523809,0.3976190476190476,0.3619047619047619,0.2404761904761904,0.0761904761904762,0.0095238095238095,0.0714285714285714,0.0809523809523809,0.019047619047619,0.0642857142857142,0.0166666666666666,0.05,0.0452380952380952,0.1,0.0404761904761904,0.0523809523809523,0.0357142857142857,0.0547619047619047,0.0452380952380952,0.0928571428571428,0.0761904761904762,0.0571428571428571,0.0,0.0119047619047619,0.1298455720138669,0.0230982921892556,0.0003709276252311,0.5218465095300181,0.3724710684330357,1,1,6183.Smp_000740.2,Smp_000740.2,420,26S proteasome non-ATPase regulatory subunit 4; Binds and presumably selects ubiquitin-conjugates for destruction
